show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2691,Movie,Code 8,Jeff Chan,"Robbie Amell, Stephen Amell, Sung Kang, Kari Matchett, Greg Bryk, Aaron Abrams, Kyla Kane",Canada,"April 11, 2020",2019,TV-MA,98 min,"Action & Adventure, Independent Movies, International Movies","In a city where super-powered people are ostracized, an earnest day laborer considers using his outlawed abilities for money to save his sick mother."
s2694,Movie,Love Wedding Repeat,Dean Craig,"Sam Claflin, Olivia Munn, Freida Pinto, Eleanor Tomlinson, Joel Fry, Tim Key, Aisling Bea, Jack Farthing, Allan Mustafa","United Kingdom, Italy","April 10, 2020",2020,TV-MA,101 min,"Comedies, International Movies, Romantic Movies","Different versions of the same day unfold as Jack juggles difficult guests, unbridled chaos and potential romance at his sister's wedding."
s2695,Movie,School Life,"Grand Corps Malade, Mehdi Idir","Zita Hanrot, Liam Pierron, Soufiane Guerrab, Ibrahim Dramé, Moussa Mansaly, Moryfère Camara, Alban Ivanov, Gaspard Gévin-Hié, Antoine Reinartz, Mahamadou Sangaré, Redouane Bougheraba, Hocine Mokando, Aboudou Sacko",France,"April 10, 2020",2019,TV-MA,112 min,"Comedies, Dramas, International Movies","In one of the poorest areas of Paris, a school counselor devotes herself to working with disadvantaged students, while facing challenges of her own."
s2696,Movie,The Main Event,Jay Karas,"Seth Carr, Tichina Arnold, Adam Pally, Ken Marino, Mike 'The Miz' Mizanin, Momona Tamada, Keith Lee, Babatunde Aiyegbusi, Kofi Kingston",United States,"April 10, 2020",2020,TV-G,103 min,"Children & Family Movies, Comedies, Sports Movies","Using special powers from a magical mask, a young WWE fan causes chaos when he enters a wrestling competition and fights an intimidating rival."
s2697,TV Show,The Trial,Stefano Lodovichi,"Vittoria Puccini, Francesco Scianna, Camilla Filippi, Simone Colombari, Maurizio Lastrico, Alessandro Averone, Euridice Axen, Marco Baliani, Pia Lanciotti, Giordano De Plano, Roberto Herlitzka, Tommaso Ragno, Margherita Caviezel, Michele Morrone",Italy,"April 10, 2020",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","The murder of a teen girl impacts a public prosecutor linked to the victim, a lawyer seeking a career-making case and a suspect who says she's innocent."
s2698,Movie,Tigertail,Alan Yang,"Tzi Ma, Christine Ko, Hong-Chi Lee, Hayden Szeto, Kunjue Li, Fiona Fu, James Saito, Joan Chen",United States,"April 10, 2020",2020,PG,91 min,Dramas,A man reflects on the lost love of his youth and his long-ago journey from Taiwan to America as he begins to reconnect with his estranged daughter.
s2701,Movie,Born Beautiful,Perci Intalan,"Martin del Rosario, Lou Veloso, Chai Fonacier, Kiko Matos, Akihiro Blanco, Paolo Ballesteros",Philippines,"April 8, 2020",2019,TV-MA,96 min,"Comedies, Dramas, International Movies","After her best friend dies, Barbs attempts to rediscover herself until love leaves her true identity — and heart — in question."
s2702,Movie,The Last Airbender,M. Night Shyamalan,"Noah Ringer, Dev Patel, Nicola Peltz, Jackson Rathbone, Shaun Toub, Aasif Mandvi, Cliff Curtis, Seychelle Gabriel, Jessica Andres, Keong Sim, Summer Bishil, Francis Guinan, Katharine Houghton, Damon Gupton",United States,"April 8, 2020",2010,PG,104 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","In a world ravaged by the Fire nation's aggression toward the peaceful Air, Water and Earth nations, a young boy holds the key to restoring peace."
s2703,Movie,Tiffany Haddish: She Ready! From the Hood To Hollywood!,Chris Robinson,Tiffany Haddish,United States,"April 7, 2020",2017,TV-MA,66 min,Stand-Up Comedy,Comedic breakout Tiffany Haddish delivers a riotous stand-up ripe with the unpretentious and filthy tales of her meteoric rise to stardom.
s2704,Movie,Mine 9,Eddie Mensore,"Terry Serpico, Kevin Sizemore, Mark Ashworth, Clint James, Drew Starkey, Erin Elizabeth Burns",United States,"April 6, 2020",2019,TV-MA,83 min,"Dramas, Independent Movies",A methane explosion leaves a group of miners trapped two miles deep into the earth with a small oxygen supply and desperate for any means of survival.
s2705,Movie,The Florida Project,Sean Baker,"Brooklynn Prince, Bria Vinaite, Willem Dafoe, Christopher Rivera, Valeria Cotto, Macon Blair, Caleb Landry Jones",United States,"April 6, 2020",2017,R,111 min,"Dramas, Independent Movies",A mischievous 6-year-old finds the magic in her own circumstances while living with her troubled mom in a budget motel near Disney World.
s2706,Movie,Dark Light,Padraig Reynolds,"Jessica Madsen, Opal Littleton, Ed Brody, Kristina Clifford, Ben Sullivan, Gerald Tyler, Weston Meredith",United States,"April 5, 2020",2019,TV-MA,90 min,"Horror Movies, Independent Movies, Sci-Fi & Fantasy","Implicated in her daughter's disappearance, a mother searches for answers when she returns to an old family home that may have an unwanted visitor."
s2707,Movie,The Killing of a Sacred Deer,Yorgos Lanthimos,"Colin Farrell, Nicole Kidman, Barry Keoghan, Alicia Silverstone, Raffey Cassidy, Sunny Suljic, Bill Camp, Drew Logan, Barry G. Bernson, Denise Dal Vera, Herb Caillouet","Ireland, United Kingdom","April 5, 2020",2017,R,121 min,"Dramas, Independent Movies, Thrillers",A surgeon's carefully curated life edges toward disaster when a troubled teenage boy with mysterious motives begins to impose himself on his family.
s2708,Movie,Angel Has Fallen,Ric Roman Waugh,"Gerard Butler, Morgan Freeman, Nick Nolte, Danny Huston, Jada Pinkett Smith, Lance Reddick, Tim Blake Nelson, Piper Perabo",United States,"April 4, 2020",2019,R,121 min,Action & Adventure,Secret Service agent Mike Banning is caught in the crossfire when he’s framed for a deadly attack on the president and forced to run for his life.
s2710,Movie,Coffee & Kareem,Michael Dowse,"Ed Helms, Taraji P. Henson, Terrence Little Gardenhigh, Betty Gilpin",United States,"April 3, 2020",2020,TV-MA,88 min,"Action & Adventure, Comedies",An inept Detroit cop must team up with his girlfriend's foul-mouthed young son when their first crack at bonding time uncovers a criminal conspiracy.
s2713,Movie,The Death of Stalin,Armando Iannucci,"Steve Buscemi, Simon Russell Beale, Paddy Considine, Rupert Friend, Jason Isaacs, Michael Palin, Andrea Riseborough, Jeffrey Tambor, Olga Kurylenko, Paul Chahidi","United Kingdom, France, Belgium, Canada, United States","April 3, 2020",2017,R,107 min,"Comedies, Dramas, Independent Movies",The death of Russian dictator Joseph Stalin throws the Soviet Union into comic chaos as his ambitious but addled ministers maneuver to succeed him.
s2715,Movie,Violet Evergarden: Eternity and the Auto Memory Doll,Haruka Fujita,"Yui Ishikawa, Minako Kotobuki, Aoi Yuki",Japan,"April 2, 2020",2019,TV-PG,91 min,"Anime Features, International Movies, Sci-Fi & Fantasy",A lonely young woman feels trapped at her all girls' school. But metal hands and heartfelt letters warm her heart when Violet becomes her tutor.
s2716,Movie,Agneepath,Mukul Anand,"Amitabh Bachchan, Mithun Chakraborty, Danny Denzongpa, Madhavi, Neelam, Alok Nath, Rohini Hattangadi, Tinnu Anand, Vikram Gokhale, Archana Puran Singh",India,"April 1, 2020",1990,TV-14,174 min,"Dramas, International Movies","A boy grows up to become a gangster in pursuit of the mobster who killed his innocent father, but revenge and reparation may come at great costs."
s2717,Movie,Brothers,Karan Malhotra,"Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez, Shefali Shah, Kulbhushan Kharbanda, Rajendranath Zutshi, Ashutosh Rana","India, United States","April 1, 2020",2015,TV-14,155 min,"Action & Adventure, Dramas, International Movies","After a troubled past with their alcoholic father, two estranged brothers prepare to face each other again as rivals in a street fighting tournament."
s2718,Movie,Chhota Bheem and the Curse of Damyaan,Rajiv Chilaka,"Kaustav Ghosh, Jigna Bhardwaj, Chutki, Rajesh Kava, Mausam, Guru Shambu, Arun Shekar, Julie Tejwani, Anamaya Verma",India,"April 1, 2020",2012,TV-Y7,87 min,Children & Family Movies,An evil demon who traded his freedom for immortality lures Chhota Bheem and his friends to the city of Sonapur with tales of hidden treasure.
s2720,Movie,David Batra: Elefanten i rummet,"David Batra, Jon Rudberg",David Batra,Sweden,"April 1, 2020",2020,TV-MA,77 min,Stand-Up Comedy,Swedish comedian David Batra gets personal as he playfully details the perks and pitfalls of being married to a recently resigned political leader.
s2721,Movie,Dostana,Tarun Mansukhani,"Abhishek Bachchan, John Abraham, Priyanka Chopra, Bobby Deol, Kiron Kher, Sushmita Mukherjee, Shrey Bawa, Boman Irani","India, United States","April 1, 2020",2008,TV-14,142 min,"Comedies, Dramas, International Movies","To win over a landlady who only accepts women as tenants, two men pose as a couple – but the jig may be up when they both fall for their flatmate."
s2722,Movie,Duniya,Ramesh Talwar,"Dilip Kumar, Rishi Kapoor, Pran, Amrita Singh, Ashok Kumar, Prem Chopra, Amrish Puri, Satyen Kappu, Mac Mohan, Javed Khan",India,"April 1, 2020",1984,TV-14,170 min,"Action & Adventure, Dramas, International Movies","A lawyer defends his childhood friend – and girlfriend's brother – in a murder case, unaware of his own deep connection to the attorney he’s up against."
s2723,Movie,Duplicate,Mahesh Bhatt,"Shah Rukh Khan, Juhi Chawla, Sonali Bendre, Farida Jalal, Mohnish Bahl, Tiku Talsania, Gulshan Grover, Sharat Saxena",India,"April 1, 2020",1998,TV-14,165 min,"Comedies, Dramas, International Movies","Hilarious mix-ups and deadly encounters ensue when a convict seeks to escape authorities by assuming the identity of his doppelgänger, a perky chef."
s2724,Movie,Friendship,Raj Khosla,"Amitabh Bachchan, Shatrughan Sinha, Zeenat Aman, Prem Chopra, Amrish Puri, Helen, Pran, Gajanan Jagirdar, Sajjan, Iftekhar",India,"April 1, 2020",1980,TV-14,161 min,"Action & Adventure, Dramas, International Movies","Best friends since childhood, a righteous cop and a lawyer who represents criminals in court become rivals when they fall for the same woman."
s2725,Movie,Gori Tere Pyaar Mein,Punit Malhotra,"Imran Khan, Kareena Kapoor, Nizhalgal Ravi, Anupam Kher, Shraddha Kapoor, Esha Gupta, Sujata Kumar, Neelu Kohli",India,"April 1, 2020",2013,TV-14,144 min,"Comedies, Dramas, International Movies","Sriram is concerned only with spending money, until he meets Dia, a principled activist. Now he's determined to prove himself worthy of her affection."
s2726,Movie,Gumrah,Mahesh Bhatt,"Sanjay Dutt, Sridevi, Anupam Kher, Rahul Roy, Soni Razdan, Reema Lagoo, Kunika, Tom Alter, Bob Christo, Anang Desai",India,"April 1, 2020",1993,TV-14,149 min,"Action & Adventure, Dramas, International Movies","Jailed for drug trafficking while searching for the dad she's never met, a singer gets unlikely support from a crook whose love she has long rejected."
s2727,Movie,Hasee Toh Phasee,Vinil Mathew,"Sidharth Malhotra, Parineeti Chopra, Adah Sharma, Manoj Joshi, Madhuri Sanjeev, Sharat Saxena, Nina Kulkarni, Anil Mange",India,"April 1, 2020",2014,TV-14,135 min,"Comedies, Dramas, International Movies","Nikhil is tasked with keeping his fiancée's troublemaking sister, Meeta, from ruining his wedding. But in the process, the two become inseparable."
s2729,Movie,Humpty Sharma Ki Dulhania,Shashank Khaitan,"Varun Dhawan, Alia Bhatt, Ashutosh Rana, Sidharth Shukla, Sahil Vaid, Gaurav Pandey, Jaswant Daman, Kenneth Desai, Deepika Amin, Mahnaz Damania",India,"April 1, 2020",2014,TV-14,131 min,"Comedies, International Movies, Romantic Movies",A small-town girl heads to Delhi to find a designer outfit for the wedding her orthodox father has arranged for her but ends up finding love instead.
s2730,Movie,Kaal,Soham Shah,"Ajay Devgn, Vivek Oberoi, John Abraham, Lara Dutta, Esha Deol, Vishal Malhotra, Kushal Punjabi, Vineet Sharma",India,"April 1, 2020",2005,TV-14,126 min,"Horror Movies, International Movies, Thrillers","Trapped in a national park, a tiger expert and a group of hunters turn to an enigmatic local for help when they mysteriously begin to die one by one."
s2731,Movie,Kabhi Alvida Naa Kehna,Karan Johar,"Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji, Preity Zinta, Kiron Kher, Arjun Rampal",India,"April 1, 2020",2006,TV-14,192 min,"Dramas, International Movies, Romantic Movies","Unhappy in their respective marriages, an ex-footballer and a teacher find true love in each other, but guilt, jealousy and tragedy cloud their affair."
s2732,Movie,Kabhi Khushi Kabhie Gham,Karan Johar,"Amitabh Bachchan, Jaya Bhaduri, Shah Rukh Khan, Kajol, Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Farida Jalal, Himani Shivpuri, Alok Nath",India,"April 1, 2020",2001,TV-14,209 min,"Dramas, International Movies","Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family."
s2733,Movie,Kal Ho Naa Ho,Nikkhil Advani,"Shah Rukh Khan, Saif Ali Khan, Preity Zinta, Jaya Bhaduri, Sushma Seth, Reema Lagoo, Lillete Dubey, Delnaaz Paul",India,"April 1, 2020",2003,TV-14,187 min,"Comedies, Dramas, International Movies",An uptight MBA student falls for the charismatic new neighbor who charms her troubled family – but he has a secret that forces him to push her away.
s2734,Movie,Kapoor & Sons,Shakun Batra,"Rishi Kapoor, Sidharth Malhotra, Fawad Khan, Alia Bhatt, Ratna Pathak Shah, Rajat Kapoor",India,"April 1, 2020",2016,TV-14,138 min,"Comedies, Dramas, International Movies","Returning home to visit their ill grandfather, two estranged brothers must confront their unresolved rivalry while their parents’ marriage frays."
s2735,Movie,Kuch Kuch Hota Hai,Karan Johar,"Shah Rukh Khan, Kajol, Rani Mukerji, Farida Jalal, Reema Lagoo, Salman Khan, Archana Puran Singh, Himani Shivpuri, Johny Lever, Anupam Kher, Sana Saeed",India,"April 1, 2020",1998,TV-14,185 min,"Comedies, Dramas, International Movies","Per her mother’s last wish, a girl sets out to reunite her father with the college best friend who loved him – only to discover the woman is engaged."
s2736,Movie,Magnificent,Vikas Bahl,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Sushma Seth, Niki Walia, Sanah Kapur, Vikas Verma",India,"April 1, 2020",2015,TV-14,143 min,"Comedies, International Movies, Romantic Movies",An industrialist's daughter is forced to marry a rich heir by her greedy grandmother as her adopted sister bonds with the charismatic wedding planner.
s2739,Movie,Muqaddar ka Faisla,Prakash Mehra,"Raaj Kumar, Rakhee Gulzar, Raj Babbar, Tina Munim, Pran, Ranjeet, Meenakshi Sheshadri, Akbar Khan",India,"April 1, 2020",1987,TV-14,172 min,"Action & Adventure, Comedies, Dramas",God-fearing Pandit Krishna Kant loses everything and turns to a life of crime after his landlord tries to rape his wife and tears his family apart.
s2742,Movie,SETHUM AAYIRAM PON,Anand Ravichandran,"Nivedhithaa Sathish, Srilekha Rajendran, Avinash Raghudevan, Gabrella Sellus, Rathaa Krishnan P., Rajendran",India,"April 1, 2020",2020,TV-MA,103 min,"Dramas, Independent Movies, International Movies","Meeting after many years, a makeup artist and her grandmother revisit tensions from an old family feud that still hang heavy between them."
s2745,Movie,The Little Vampire,"Richard Claus, Karsten Kiilerich","Matthew Marsh, Rasmus Hardiker, Miriam Margolyes, Tim Pigott-Smith, Alice Krige, Amy Saville, Joseph Kloska, Diane Wilson, Phoebe Givron-Taylor, Jim Carter, Sven De Ridder","Netherlands, Germany, Denmark, United Kingdom","April 1, 2020",2017,TV-G,83 min,Children & Family Movies,An American kid obsessed with the undead befriends and offers to help a young vampire whose family is being targeted by a merciless vampire hunter.
s2746,Movie,The Runaways,Floria Sigismondi,"Kristen Stewart, Dakota Fanning, Michael Shannon, Stella Maeve, Scout Taylor-Compton, Alia Shawkat, Riley Keough, Johnny Lewis, Tatum O'Neal, Brett Cullen, Hannah Marks",United States,"April 1, 2020",2010,R,107 min,"Dramas, Independent Movies, Music & Musicals","This biopic charts the rise of the rebellious California girls who formed the 1970s rock group the Runaways, paving the way for future girl musicians."
